File,Class,Class_Name,Vibration_Samples,Acoustic_Samples,Expected_Samples,Vibration_Mean,Vibration_SD,Vibration_RMS,Vibration_Min,Vibration_Max,Vibration_Peak,Acoustic_Mean,Acoustic_SD,Acoustic_RMS,Acoustic_Min,Acoustic_Max,Acoustic_Peak
O_7_1.csv,O,Outer Race Fault,420000,420000,420000,1.1230595391404763,22.429764706367052,22.457836264158782,-553.84511,437.630669,553.84511,0.0016198272523809524,0.013895088758633913,0.013989169819509697,-0.149852,0.148673,0.149852
O_6_2.csv,O,Outer Race Fault,420000,420000,420000,2.831661343914286,16.54188845503998,16.782482775677273,-177.30455,216.352149,216.352149,-0.004309249090476191,0.03339921445853177,0.033676022600664504,-0.13966,0.199304,0.199304
O_6_1.csv,O,Outer Race Fault,420000,420000,420000,1.692860776295238,16.203649187903256,16.29182001723176,-204.2187,143.893048,204.2187,-0.0019737627928571432,0.0333527530501938,0.033411064439847475,-0.117961,0.175303,0.175303
O_10_2.csv,O,Outer Race Fault,420000,420000,420000,1.2511190898642857,21.68548960801261,21.721524781849105,-163.541264,126.165085,163.541264,-0.0024983218404761903,0.010809904374009385,0.011094835121349955,-0.053193,0.058261,0.058261
O_10_1.csv,O,Outer Race Fault,420000,420000,420000,1.5568043253761905,18.74627252385008,18.810782453826114,-205.379071,125.681596,205.379071,0.0012778890404761905,0.009662626560137826,0.00974674972181044,-0.043001,0.060562,0.060562
B_15_1.csv,B,Ball Fault,420000,420000,420000,1.0344891434452381,8.061347357471567,8.12744328056275,-32.902798,35.559189,35.559189,-0.001626177069047619,0.0234598583447672,0.023516124149691266,-0.091331,0.119741,0.119741
B_14_2.csv,B,Ball Fault,420000,420000,420000,1.0745277496833334,19.510093604643796,19.539638073724745,-443.416275,474.795336,474.795336,-0.0014933355642857142,0.02412080019650229,0.024166954047998953,-0.155441,0.143413,0.155441
B_15_2.csv,B,Ball Fault,420000,420000,420000,1.0413062541928573,16.503579344633053,16.536378122311714,-71.678555,85.423032,85.423032,-0.0019273882714285714,0.02317994491645091,0.023259909556345677,-0.084098,0.140125,0.140125
B_14_1.csv,B,Ball Fault,420000,420000,420000,1.077780271197619,12.889090869694254,12.934058845381129,-253.373284,310.794185,310.794185,-0.0009789806880952383,0.024982959937755938,0.02500210399890039,-0.092975,0.127631,0.127631
B_13_2.csv,B,Ball Fault,420000,420000,420000,1.0867364471309524,42.06254974212166,42.07653591248593,-241.221626,354.920961,354.920961,-0.0021014472785714283,0.03157149848942847,0.03164132146885864,-0.12914,0.173331,0.173331
B_12_1.csv,B,Ball Fault,420000,420000,420000,3.0634313868904766,14.67273693856498,14.98910632883627,-101.20356,100.217808,101.20356,-0.004105094173809524,0.025671939624937735,0.025998052102402514,-0.105468,0.128289,0.128289
B_12_2.csv,B,Ball Fault,420000,420000,420000,3.0683197075738096,24.31163445179418,24.50446384376499,-123.927493,153.595081,153.595081,-0.004704692490476191,0.026146521074552256,0.026566389819023567,-0.090016,0.131248,0.131248
B_11_2.csv,B,Ball Fault,420000,420000,420000,1.8479138984071428,31.13674808388436,31.191498179613284,-293.277137,320.206172,320.206172,6.543522142857148e-05,0.02810057178443571,0.02810061451783763,-0.121578,0.144728,0.144728
B_11_1.csv,B,Ball Fault,420000,420000,420000,3.1144073727357147,32.647948111331836,32.79612037015609,-337.338992,392.504527,392.504527,-0.000944742830952381,0.029600551558455174,0.029615588891805218,-0.137359,0.219359,0.219359
B_13_1.csv,B,Ball Fault,420000,420000,420000,1.0727699506285715,43.74094895476637,43.75405004595827,-260.88346,299.609396,299.609396,-0.0019280089571428569,0.031611715648829225,0.03167041846130542,-0.124866,0.156235,0.156235
C_20_1.csv,C,Cage Fault,420000,420000,420000,5.011547052245238,12.173789434310681,13.164968674019823,-55.626747,71.724169,71.724169,-0.0011246171619047618,0.027849306632403436,0.02787197153123896,-0.101194,0.120398,0.120398
C_16_1.csv,C,Cage Fault,420000,420000,420000,-2.163357982654762,62.54916647775296,62.58649238924401,-771.96382,1068.054832,1068.054832,-0.014428563484761906,0.03553893493152299,0.038356177248523145,-0.280046,0.257168,0.280046
C_16_2.csv,C,Cage Fault,420000,420000,420000,-0.07683417627857139,85.70741031496316,85.70734272209646,-721.55175,1056.031448,1056.031448,0.00042585334190476184,0.04636670556081651,0.04636860594077498,-0.402678,0.511638,0.511638
C_17_1.csv,C,Cage Fault,420000,420000,420000,121.42457399606428,129.42662317099715,177.46869603296958,-615.151587,1068.054832,1068.054832,0.01878328635761905,0.08932782773209015,0.09128117908424543,-0.622627,0.582653,0.622627
C_17_2.csv,C,Cage Fault,420000,420000,420000,177.87311274943096,107.1905328315797,207.67432968761085,-342.657358,788.038634,788.038634,0.027678870766190477,0.05660497263407474,0.06300980229243472,-0.22547,0.334758,0.334758
C_18_1.csv,C,Cage Fault,420000,420000,420000,108.70668249552143,17.12326536044878,110.04702784571882,23.85876,183.281385,183.281385,0.001738361915238095,0.03001647960932777,0.030066739182583815,-0.212977,0.214099,0.214099
C_18_2.csv,C,Cage Fault,420000,420000,420000,107.54147640088809,24.138511588881226,110.21721962064356,-36.867402,205.812049,205.812049,0.0059732455252380955,0.04324138970721259,0.043651952922735354,-0.306019,0.295963,0.306019
C_19_1.csv,C,Cage Fault,420000,420000,420000,110.31490985316428,14.92201776916041,111.31956440831188,62.634573,153.659547,153.659547,0.016756221673809524,0.024661656152373788,0.029815546295028507,-0.107769,0.1467,0.1467
C_19_2.csv,C,Cage Fault,420000,420000,420000,110.72044061654762,15.850685997335972,111.84927187383923,42.714825,161.621018,161.621018,0.0006674724742857141,0.021810214108857424,0.02182039931792617,-0.071933,0.118755,0.118755
C_20_2.csv,C,Cage Fault,420000,420000,420000,72.54300611054047,23.794980412006144,76.34584127680976,-56.303631,194.240504,194.240504,-0.005448326111904762,0.037196594992541784,0.037593452118777945,-0.249141,0.229222,0.249141
